Transcript.ID,Gene.ID,expression,change,log_change,DMSO_4H_2,THZ1_4H_250nM,log2_fold_4h_250nM,rank
NM_144625,WDR64,4.768,4.839,0.071,4.967,4.728,-0.239,298
NM_144634,LYZL4,5.321,5.32,-0.001,5.973,5.7725,-0.2005,559
NM_144671,FAM109A,7.125,6.4025,-0.7225,7.02,6.3605,-0.6595,1173
NM_144675,GSG1L,6.616,6.1765,-0.4395,6.678,6.1915,-0.4865,1029
NM_144690,ZNF582,4.1055,3.9685,-0.137,4.035,4.0205,-0.0145,111
NM_144769,FOXI1,5.1165,5.229,0.1125,4.814,5.1035,0.2895,459
NM_144781,PDCD2,9.6335,8.8045,-0.829,10.013,8.9945,-1.0185,1719
NM_144966,FREM1,4.7865,4.4495,-0.337,4.765,4.6395,-0.1255,305
NM_144973,DENND5B,5.3705,6.0445,0.674,5.373,4.261,-1.112,579
NM_144994,ANKRD23,6.205,5.514,-0.691,6.337,5.7195,-0.6175,887
NM_145039,CENPBD1,8.397,5.848,-2.549,8.073,5.7625,-2.3105,1482
NM_145040,PRKCDBP,4.6025,4.3845,-0.218,5.005,4.2785,-0.7265,226
NM_145045,CCDC151,5.9975,5.6275,-0.37,6.219,5.6095,-0.6095,815
NM_145205,HMGB4,4.015,3.848,-0.167,4.224,4.0275,-0.1965,91
NM_145259,ACVR1C,4.268,4.204,-0.064,4.272,4.2585,-0.0135,145
NM_145278,C1orf150,3.8565,3.4625,-0.394,3.804,3.9585,0.1545,61
NM_145309,LRTOMT,6.6145,6.3225,-0.292,6.706,6.088,-0.618,1026
NM_145315,LACE1,5.9615,5.0215,-0.94,6.626,5.7615,-0.8645,797
NM_145322,OSBPL3,7.951,8.0705,0.1195,8.44,7.1945,-1.2455,1375
NM_145326,ZNF493,4.0575,3.4435,-0.614,4.269,3.5125,-0.7565,100
NM_145657,GSX1,5.42,4.8635,-0.5565,5.559,5.1715,-0.3875,600
NM_145899,HMGA1,10.388,10.31,-0.078,10.47,10.291,-0.179,1842
NM_148902,TNFRSF18,5.01,4.8325,-0.1775,5.419,4.918,-0.501,404
NM_148921,EPN2,5.9555,5.731,-0.2245,6.246,5.67,-0.576,793
NM_152219,GJD3,5.535,5.249,-0.286,5.978,5.3915,-0.5865,634
NM_152230,IPMK,4.3,4.786,0.486,4.926,4.4055,-0.5205,156
NM_152262,ZNF439,4.802,3.5535,-1.2485,5.687,3.6355,-2.0515,315
NM_152282,ACPL2,10.4105,9.557,-0.8535,11.407,9.149,-2.258,1847
NM_152317,DEPDC4,4.635,4.02,-0.615,5.429,4.6385,-0.7905,245
NM_152339,SPATA2L,6.6805,6.1395,-0.541,6.941,5.991,-0.95,1053
NM_152358,IZUMO2,5.129,5.1475,0.0185,6.029,5.258,-0.771,467
NM_152369,SLC44A3,4.434,4.32,-0.114,4.507,4.424,-0.083,180
NM_152372,MYOM3,5.124,4.866,-0.258,5.362,5.056,-0.306,465
NM_152374,C1orf216,7.495,5.726,-1.769,8.207,6.919,-1.288,1252
NM_152379,C1orf131,9.268,7.151,-2.117,10.223,7.1315,-3.0915,1663
NM_152395,NUDT16,5.6255,4.999,-0.6265,5.742,5.2665,-0.4755,664
NM_152396,METTL6,8.162,7.125,-1.037,8.806,7.345,-1.461,1419
NM_152402,TRAM1L1,5.272,5.135,-0.137,5.045,5.119,0.074,536
NM_152426,APOBEC3D,9.075,7.9835,-1.0915,8.884,7.9315,-0.9525,1635
NM_152433,KBTBD3,6.3205,5.718,-0.6025,6.504,5.5875,-0.9165,937
NM_152450,FAM81A,6.095,5.3145,-0.7805,6.422,5.4675,-0.9545,841
NM_152453,TMCO5A,4.603,4.5795,-0.0235,5.13,4.526,-0.604,228
NM_152459,C16orf89,6.7265,6.1785,-0.548,6.465,5.7455,-0.7195,1070
NM_152487,TMEM56,4.7085,4.538,-0.1705,4.907,4.633,-0.274,277
NM_152539,C3orf30,3.454,3.652,0.198,3.688,3.6585,-0.0295,18
NM_152565,ATP6V0D2,4.5885,4.6435,0.055,4.848,4.552,-0.296,219
NM_152588,TMTC2,4.3555,3.965,-0.3905,4.515,3.732,-0.783,165
NM_152597,FSIP1,5.2955,4.757,-0.5385,5.752,4.8765,-0.8755,546
NM_152599,MFSD6L,5.6965,5.3225,-0.374,5.702,5.2015,-0.5005,700
NM_152672,OSTalpha,4.6175,4.512,-0.1055,4.78,4.5615,-0.2185,235
NM_152694,ZCCHC5,5.1805,5.151,-0.0295,5.057,4.836,-0.221,495
NM_152713,STT3A,10.6765,10.5635,-0.113,11.007,9.7415,-1.2655,1882
NM_152716,PATL1,8.795,8.502,-0.293,9.258,7.997,-1.261,1573
NM_152749,ATXN7L1,6.001,6.2025,0.2015,6.847,6.3735,-0.4735,817
NM_152754,SEMA3D,4.5015,4.1255,-0.376,4.55,3.982,-0.568,193
NM_152758,YTHDF3,9.517,9.763,0.246,11.223,8.9655,-2.2575,1704
NM_152769,C19orf26,5.0485,4.8655,-0.183,5.244,4.8465,-0.3975,424
NM_152794,HIF3A,5.9235,5.6865,-0.237,6.629,5.869,-0.76,784
NM_152834,TMEM18,10.4495,10.077,-0.3725,10.433,8.867,-1.566,1861
NM_152838,RBM12,10.16,10.5755,0.4155,10.824,9.2195,-1.6045,1807
NM_152857,WTAP,8.548,8.779,0.231,9.23,7.8445,-1.3855,1514
NM_152858,WTAP,9.6845,9.918,0.2335,9.908,8.489,-1.419,1732
NM_152860,SP7,5.276,5.112,-0.164,5.573,5.095,-0.478,538
NM_152862,ARPC2,12.6695,12.564,-0.1055,12.683,12.288,-0.395,1978
NM_152871,FAS,6.1005,6.1895,0.089,6.973,5.418,-1.555,842
NM_152879,DGKD,10.283,9.645,-0.638,9.772,8.5155,-1.2565,1823
NM_152903,KBTBD6,8.664,8.5935,-0.0705,9.485,7.169,-2.316,1546
NM_152906,C22orf25,8.4575,7.616,-0.8415,8.384,7.2565,-1.1275,1491
NM_152921,EMR2,6.854,6.5925,-0.2615,7.16,6.7675,-0.3925,1107
NM_152999,STEAP2,3.88,4.2285,0.3485,3.954,4.685,0.731,62
NM_153029,N4BP1,7.7095,7.8505,0.141,8.885,6.7465,-2.1385,1312
NM_153047,FYN,9.003,8.7165,-0.2865,9.015,8.1885,-0.8265,1620
NM_153209,KIF19,5.969,5.5415,-0.4275,6.328,6.0835,-0.2445,802
NM_153212,GJB4,4.911,4.631,-0.28,5.043,4.678,-0.365,362
NM_153215,C3orf45,5.7885,5.455,-0.3335,6.234,5.6015,-0.6325,731
NM_153232,EID2,8.259,6.8295,-1.4295,8.32,4.757,-3.563,1446
NM_153256,C10orf47,7.0445,7.1215,0.077,7.332,6.226,-1.106,1153
NM_153271,SNX33,6.859,6.1425,-0.7165,6.585,6.3685,-0.2165,1109
NM_153273,IP6K1,6.848,6.5845,-0.2635,7.031,6.054,-0.977,1104
NM_153321,PMP22,5.9565,5.944,-0.0125,6.144,5.1655,-0.9785,794
NM_153324,DEFB123,3.5345,4.1625,0.628,4.251,3.925,-0.326,25
NM_153347,TMEM86A,5.76,5.1245,-0.6355,5.521,5.0025,-0.5185,715
NM_153357,SLC16A11,6.637,6.506,-0.131,6.99,6.792,-0.198,1041
NM_153377,LRIG3,5.922,5.457,-0.465,5.972,5.347,-0.625,783
NM_153612,HS3ST5,4.6005,4.0815,-0.519,4.38,4.0625,-0.3175,223
NM_153758,IL19,5.376,4.9605,-0.4155,5.261,4.808,-0.453,581
NM_153828,RTN4,11.9465,11.8945,-0.052,12.191,11.63,-0.561,1961
NM_153837,GPR114,7.133,6.797,-0.336,7.12,6.7475,-0.3725,1179
NM_170587,RGS20,3.9575,4.081,0.1235,3.847,3.808,-0.039,78
NM_170600,SH2D3C,7.6605,5.9365,-1.724,6.98,5.494,-1.486,1293
NM_170714,RASSF1,9.4695,8.745,-0.7245,8.894,7.1505,-1.7435,1696
NM_170721,MSI2,7.539,7.9545,0.4155,8.236,7.737,-0.499,1264
NM_170734,BDNF,4.7655,4.5195,-0.246,5.137,4.4085,-0.7285,297
NM_170736,KCNJ15,4.345,4.547,0.202,4.772,4.7675,-0.0045,163
NM_171828,KCNMB3,4.9185,5.023,0.1045,4.773,4.9025,0.1295,364
NM_172002,HSCB,8.263,6.5785,-1.6845,8.338,7.288,-1.05,1449
NM_172014,TNFSF14,5.5055,5.0075,-0.498,5.38,5.043,-0.337,622
NM_172058,EYA1,5.3325,5.4355,0.103,5.509,5.39,-0.119,563
NM_172241,CTAGE1,5.2465,5.1185,-0.128,5.201,5.041,-0.16,524
NM_172314,IL25,5.37,5.062,-0.308,5.804,5.1645,-0.6395,578
NM_172347,KCNG4,4.887,4.7995,-0.0875,4.996,4.9235,-0.0725,353
NM_172350,CD46,9.06,9.3345,0.2745,10.237,9.513,-0.724,1631
NM_172365,PPP1R36,4.993,4.7735,-0.2195,4.794,4.6765,-0.1175,396
NM_172374,IL4I1,5.9805,5.433,-0.5475,5.475,5.579,0.104,807
NM_173080,SPRR4,6.271,5.9285,-0.3425,6.329,6.048,-0.281,917
NM_173165,NFATC3,9.7195,9.34,-0.3795,10.537,8.5645,-1.9725,1736
NM_173193,KCNIP2,5.995,5.456,-0.539,5.359,5.541,0.182,814
NM_173348,FAM149B1,6.6175,5.9145,-0.703,7.433,6.761,-0.672,1030
NM_173352,KRT78,4.5715,4.4485,-0.123,4.558,4.526,-0.032,215
NM_173463,CCDC149,5.027,5.0035,-0.0235,4.895,4.736,-0.159,410
NM_173489,HEATR7B2,5.464,4.953,-0.511,5.307,5.2715,-0.0355,613
NM_173490,TMEM171,4.4255,4.4825,0.057,4.697,4.5265,-0.1705,178
NM_173496,MPP7,3.9665,4.606,0.6395,4.922,4.816,-0.106,79
NM_173500,TTBK2,6.0175,5.6975,-0.32,7.577,6.0265,-1.5505,823
NM_173508,SLC35F3,5.351,4.6355,-0.7155,4.472,4.6265,0.1545,571
NM_173531,ZNF100,6.379,5.451,-0.928,8.576,6.373,-2.203,956
NM_173567,EPHX4,3.5865,3.7475,0.161,4.284,3.7135,-0.5705,29
NM_173569,UBN2,5.958,5.957,-0.001,7.537,6.6625,-0.8745,795
NM_173584,EFCAB4A,6.7615,6.383,-0.3785,7.075,6.637,-0.438,1078
NM_173631,ZNF547,6.0635,4.501,-1.5625,6.536,4.055,-2.481,834
NM_173658,ZNF660,4.5105,4.5705,0.06,4.447,4.511,0.064,198
NM_173699,MAGEB18,3.9875,3.9755,-0.012,3.819,2.9085,-0.9105,87
NM_173701,WARS,9.073,8.4465,-0.6265,9.208,8.2995,-0.9085,1633
NM_173801,PLAC1L,4.0255,4.274,0.2485,5.024,4.5465,-0.4775,95
NM_173847,SPACA3,3.767,3.4155,-0.3515,3.618,3.764,0.146,45
NM_173853,KRTCAP3,6.047,6.0555,0.0085,6.106,5.405,-0.701,829
NM_173856,VN1R2,4.2785,4.0145,-0.264,3.33,3.752,0.422,148
NM_174900,ZFP42,3.7525,3.608,-0.1445,4.361,3.5025,-0.8585,43
NM_174902,LDLRAD3,4.6785,4.872,0.1935,5.01,4.609,-0.401,266
NM_174927,SPATA19,4.755,4.736,-0.019,5.453,4.4245,-1.0285,293
NM_174928,N6AMT2,8.4585,7.505,-0.9535,8.487,7.5575,-0.9295,1492
NM_174945,ZNF575,6.9185,5.7485,-1.17,5.878,5.925,0.047,1126
NM_174954,ATP2A3,7.475,6.6835,-0.7915,7.414,6.6445,-0.7695,1244
NM_174956,ATP2A3,7.475,6.6835,-0.7915,7.414,6.6445,-0.7695,1245
NM_175062,RASGEF1C,4.7985,4.8485,0.05,5.218,4.7565,-0.4615,313
NM_175064,SPDYE1,5.9825,5.4205,-0.562,6.173,5.517,-0.656,808
NM_175635,RUNX1T1,4.5355,4.543,0.0075,5.02,4.2025,-0.8175,209
NM_175732,PTPMT1,8.214,7.5835,-0.6305,8.851,7.482,-1.369,1433
NM_175748,UBR7,8.954,8.096,-0.858,9.611,7.999,-1.612,1612
NM_175769,TCF23,5.5325,5.4345,-0.098,6.079,5.609,-0.47,632
NM_175840,SMOX,6.2145,6.6665,0.452,5.833,5.7755,-0.0575,891
NM_175842,SMOX,6.2145,6.6665,0.452,5.833,5.7755,-0.0575,892
NM_175858,KRTAP11-1,4.6195,4.8955,0.276,4.885,4.518,-0.367,238
NM_175907,ZADH2,8.492,7.12,-1.372,8.104,6.191,-1.913,1499
NM_175924,ILDR1,6.122,5.775,-0.347,6.128,5.723,-0.405,850
NM_176787,PIGN,7.4035,6.82,-0.5835,8.42,7.5585,-0.8615,1227
NM_176888,TAS2R19,3.5955,3.506,-0.0895,3.629,3.516,-0.113,30
NM_177422,EIF2C3,7.009,7.55,0.541,8.591,6.9965,-1.5945,1145
NM_177438,DICER1,6.799,7.1415,0.3425,9.612,8.891,-0.721,1090
NM_177526,PPAP2C,5.8815,5.704,-0.1775,5.816,5.513,-0.303,769
NM_177542,SNRPD2,12.585,12.4765,-0.1085,13.048,12.871,-0.177,1976
NM_177543,PPAP2C,5.304,4.95,-0.354,5.53,5.1385,-0.3915,549
NM_177972,TUB,5.549,5.4255,-0.1235,5.619,5.7895,0.1705,642
NM_177986,DSG4,4.218,4.181,-0.037,4.297,4.519,0.222,130
NM_178003,PPP2R4,5.8715,5.3115,-0.56,5.687,5.571,-0.116,766
NM_178009,DGKH,3.4515,4.5025,1.051,4.155,3.756,-0.399,17
NM_178013,PRIMA1,5.326,5.354,0.028,5.587,5.496,-0.091,561
NM_178014,TUBB,12.6945,12.388,-0.3065,13.222,12.4825,-0.7395,1982
NM_178174,TREML1,5.8815,5.547,-0.3345,5.942,6.066,0.124,770
NM_178450,41336,4.657,4.752,0.095,4.752,4.703,-0.049,258
NM_178457,ZNF831,6.4335,5.1925,-1.241,5.66,4.942,-0.718,967
NM_178471,GPR119,4.94,4.9525,0.0125,5.347,4.6105,-0.7365,371
NM_178508,C6orf1,6.341,5.672,-0.669,6.631,5.682,-0.949,942
NM_178539,FAM19A2,3.551,3.8335,0.2825,4.154,3.6735,-0.4805,26
NM_178821,WDR69,4.737,4.7305,-0.0065,5.099,4.702,-0.397,289
NM_178824,WDR49,4.69,3.851,-0.839,4.352,4.1005,-0.2515,270
NM_178826,ANO4,5.0125,4.448,-0.5645,4.934,4.3365,-0.5975,405
NM_178829,C7orf34,5.4385,5.225,-0.2135,4.419,5.223,0.804,605
NM_178840,C1orf64,4.9985,4.8885,-0.11,5.606,4.8465,-0.7595,399
NM_178858,SFXN2,8.031,6.946,-1.085,8.866,8.3555,-0.5105,1394
NM_180699,SNRNP35,7.7365,6.672,-1.0645,7.874,5.909,-1.965,1320
NM_181265,WDR17,4.4045,5.0025,0.598,7.19,6.4275,-0.7625,174
NM_181268,CMTM1,9.292,8.6185,-0.6735,8.591,8.0345,-0.5565,1664
NM_181358,HIPK1,5.6605,6.37,0.7095,6.526,6.2725,-0.2535,682
NM_181453,GCC2,7.046,6.252,-0.794,8.486,8.462,-0.024,1154
NM_181464,MRPL55,9.414,8.656,-0.758,10.114,8.878,-1.236,1683
NM_181515,MRPL21,10.601,10.5705,-0.0305,11.201,10.5215,-0.6795,1876
NM_181654,CPLX4,4.4865,4.774,0.2875,4.832,4.375,-0.457,190
NM_181699,PPP2R1B,8.788,8.171,-0.617,10.087,8.9355,-1.1515,1570
NM_181756,ZNF233,3.4635,3.4945,0.031,3.084,3.492,0.408,19
NM_181773,APOBEC3H,6.6595,6.41,-0.2495,6.774,6.433,-0.341,1050
NM_181780,BTLA,3.9685,3.9395,-0.029,3.989,4.07,0.081,80
NM_181876,PPP2R2C,4.6025,4,-0.6025,4.327,4.1465,-0.1805,227
NM_181877,ZSCAN2,8.5865,7.494,-1.0925,7.896,5.5195,-2.3765,1530
NM_181897,PPP2R3A,4.919,5.0785,0.1595,5.267,5.1075,-0.1595,365
NM_182488,USP12,8.743,8.5255,-0.2175,9.652,8.207,-1.445,1557
NM_182489,STRA8,5.5465,5.2635,-0.283,5.424,4.8975,-0.5265,640
NM_182497,KRT40,5.762,5.4705,-0.2915,6.19,5.5535,-0.6365,718
NM_182542,FAM194B,4.644,4.613,-0.031,5.073,4.5605,-0.5125,251
NM_182543,NSUN6,7.662,6.8225,-0.8395,9.304,8.019,-1.285,1294
NM_182577,ODF3L2,5.9175,5.3415,-0.576,6.215,5.8105,-0.4045,781
NM_182578,THEM5,4.6105,4.3715,-0.239,4.405,4.6695,0.2645,233
NM_182612,PDDC1,8.226,7.447,-0.779,8.272,7.341,-0.931,1436
NM_182645,VGLL2,5.1135,4.5725,-0.541,5.115,5.0455,-0.0695,457
NM_182665,RASSF5,10.688,9.678,-1.01,9.921,8.6345,-1.2865,1884
NM_182739,NDUFB6,11.485,11.4755,-0.0095,11.806,11.4615,-0.3445,1938
NM_182743,TXNRD1,8.309,7.9215,-0.3875,9.095,7.906,-1.189,1464
NM_182751,MCM10,8.743,8.049,-0.694,10.848,8.3115,-2.5365,1558
NM_182761,FAM170A,5.61,5.355,-0.255,5.506,5.1895,-0.3165,662
NM_182981,OSGIN1,6.8195,6.1045,-0.715,6.605,6.309,-0.296,1097
NM_182983,HPN,6.0225,5.834,-0.1885,6.222,5.896,-0.326,825
NM_183008,UBXN11,5.599,5.204,-0.395,5.4,5.1955,-0.2045,658
NM_183013,CREM,8.2015,6.432,-1.7695,8.266,5.9685,-2.2975,1428
NM_183057,VPS28,9.297,8.9945,-0.3025,9.412,8.8525,-0.5595,1667
NM_183361,DTNB,6.245,5.856,-0.389,6.797,6.16,-0.637,903
NM_183374,CYP26C1,5.28,4.8705,-0.4095,5.195,4.7975,-0.3975,542
NM_183395,NLRP3,5.8275,5.3685,-0.459,5.016,4.949,-0.067,753
NM_194282,LIN54,6.399,6.099,-0.3,7.402,5.862,-1.54,963
NM_194291,TMEM65,8.6725,8.6015,-0.071,9.274,7.861,-1.413,1548
NM_194298,SLC16A9,4.8525,4.552,-0.3005,4.918,4.677,-0.241,336
NM_194313,KIF24,6.8655,5.4485,-1.417,7.125,5.559,-1.566,1113
NM_194328,RNF38,9.156,9.184,0.028,9.654,8.271,-1.383,1643
NM_194359,RNF41,6.4915,5.5015,-0.99,6.818,5.099,-1.719,984
NM_194429,FGFR1OP,7.818,7.783,-0.035,9.638,8.742,-0.896,1341
NM_194431,RNASE4,6.201,5.7425,-0.4585,5.208,4.752,-0.456,885
NM_194456,KRIT1,5.878,5.1495,-0.7285,8.442,6.9055,-1.5365,768
NM_197954,CLEC7A,4.9225,5.1655,0.243,5.2,4.8175,-0.3825,366
NM_197966,BID,10.558,10.0085,-0.5495,10.98,10.0555,-0.9245,1871
NM_198041,NUDT6,7.521,5.5675,-1.9535,7.427,4.857,-2.57,1260
NM_198046,ZDHHC16,9.625,8.914,-0.711,10.063,8.7505,-1.3125,1718
NM_198088,ZNF200,8.2675,6.365,-1.9025,8.201,4.199,-4.002,1451
NM_198156,VHL,10.3375,9.72,-0.6175,10.166,8.833,-1.333,1832
NM_198183,UBE2L6,10.3305,10.003,-0.3275,10.595,9.9905,-0.6045,1829
NM_198205,MLX,10.162,8.467,-1.695,10.481,8.5685,-1.9125,1809
NM_198216,SNRPB,12.6875,12.35,-0.3375,13.014,12.18,-0.834,1981
NM_198229,RGS12,6.529,6.2935,-0.2355,6.668,6.473,-0.195,998
NM_198270,NHS,4.566,4.3185,-0.2475,4.813,4.6415,-0.1715,212
NM_198274,SMYD1,5.555,5.3375,-0.2175,5.667,5.626,-0.041,645
NM_198316,TENC1,5.0505,4.987,-0.0635,5.558,4.955,-0.603,427
NM_198320,CPM,4.653,4.523,-0.13,4.318,4.6595,0.3415,254
NM_198445,RINL,8.5815,7.278,-1.3035,7.974,5.894,-2.08,1527
NM_198479,TPRX1,5.11,5.1305,0.0205,5.638,5.039,-0.599,456
NM_198481,VSTM1,4.8265,4.7305,-0.096,5.082,4.956,-0.126,327
NM_198493,ANKRD45,5.171,4.797,-0.374,4.831,4.9765,0.1455,489
NM_198503,KCNT2,4.3495,4.093,-0.2565,4.013,4.306,0.293,164
NM_198563,TMEM110,7.684,7.651,-0.033,7.777,5.849,-1.928,1303
NM_198597,SEC24C,9.3,8.841,-0.459,9.282,8.284,-0.998,1668
NM_198694,KRTAP10-5,6.796,6.491,-0.305,7.023,6.5995,-0.4235,1086
NM_198708,HSD11B1L,5.8515,6.1295,0.278,6.007,5.782,-0.225,760
NM_198795,TDRD1,4.8825,4.9195,0.037,4.542,4.6585,0.1165,348
NM_198844,ZPBP2,4.18,3.7225,-0.4575,3.844,3.748,-0.096,122
NM_198897,FIBP,11.228,10.8535,-0.3745,11.139,10.625,-0.514,1923
NM_198955,MGAT5B,6.9915,6.6795,-0.312,7.407,6.846,-0.561,1141
NM_198966,PTHLH,3.476,3.1305,-0.3455,3.126,3.6815,0.5555,22
NM_198968,DZIP1,5.915,5.141,-0.774,5.934,5.564,-0.37,780
NM_198996,LIPI,3.393,2.794,-0.599,3.293,3.0115,-0.2815,12
NM_198999,SLC26A5,4.179,4.3855,0.2065,4.748,4.625,-0.123,121
NM_199051,FAM5C,4.959,4.8005,-0.1585,4.764,4.6005,-0.1635,374
NM_199124,C11orf63,5.131,4.5795,-0.5515,5.054,4.421,-0.633,470
NM_199169,PMEPA1,10.9445,10.358,-0.5865,11.657,8.181,-3.476,1900
NM_199171,PMEPA1,10.9445,10.358,-0.5865,11.657,8.181,-3.476,1901
NM_199191,BRE,9.167,8.749,-0.418,9.264,8.853,-0.411,1647
NM_199227,METAP1D,6.211,5.789,-0.422,6.646,5.748,-0.898,890
NM_199285,PRR19,5.579,5.323,-0.256,5.626,5.05,-0.576,652
NM_199293,TH,6.269,6.055,-0.214,6.508,6.357,-0.151,915
NM_199321,ZPBP2,4.18,3.7225,-0.4575,4.381,3.976,-0.405,123
NM_199329,SLC43A3,8.353,7.128,-1.225,8.64,7.205,-1.435,1473
NM_199336,FAHD2B,7.7095,7.4985,-0.211,7.852,7.546,-0.306,1313
NM_199347,NEK10,5.108,4.9055,-0.2025,5.517,4.7275,-0.7895,455
NM_199352,SLC22A25,4.9435,4.9815,0.038,5.384,5.231,-0.153,372
NM_199362,TPD52L2,9.7055,9.648,-0.0575,9.96,9.04,-0.92,1733
NM_199454,PRDM16,6.191,5.947,-0.244,6.515,6.147,-0.368,883
NM_201283,EGFR,5.385,5.224,-0.161,5.447,5.375,-0.072,587
NM_201380,PLEC,8.809,8.3835,-0.4255,8.126,7.1,-1.026,1579
NM_201439,PPHLN1,9.424,9.528,0.104,10.882,10.0385,-0.8435,1688
NM_201523,KLC4,5.044,5.2845,0.2405,5.061,4.9035,-0.1575,423
NM_201551,NELL1,5.7585,5.373,-0.3855,5.792,5.5645,-0.2275,714
NM_201593,CACNB2,5.512,5.6355,0.1235,5.579,5.3625,-0.2165,628
NM_201597,CACNB2,5.512,5.6355,0.1235,5.579,5.3625,-0.2165,629
NM_201623,CLEC12A,4.904,4.0585,-0.8455,3.963,4.1585,0.1955,359
NM_201995,SF1,7.5005,6.731,-0.7695,7.698,7.006,-0.692,1254
NM_201998,SF1,7.5005,6.731,-0.7695,7.698,7.006,-0.692,1253
NM_201999,ELF2,7.4745,6.8745,-0.6,8.736,5.285,-3.451,1243
NM_202467,GIPC1,7.6765,7.1615,-0.515,7.498,7.0875,-0.4105,1300
NM_202469,GIPC1,7.6765,7.1615,-0.515,7.498,7.0875,-0.4105,1299
NM_203297,TRIM7,5.7845,5.2455,-0.539,5.758,5.55,-0.208,729
NM_203349,SHC4,5.0495,3.7225,-1.327,4.654,4.57,-0.084,425
NM_203352,PDLIM7,7.067,6.611,-0.456,7.428,7.0015,-0.4265,1160
NM_203354,CTAGE5,5.6325,5.684,0.0515,6.458,6.009,-0.449,667
NM_205847,GMPPA,7.3715,6.643,-0.7285,7.487,6.7685,-0.7185,1224
NM_205849,FAM9B,3.37,3.629,0.259,3.132,3.5195,0.3875,11
NM_206862,TACC2,5.547,5.353,-0.194,5.38,5.3235,-0.0565,641
NM_206964,FAM3B,4.4025,4.591,0.1885,4.372,4.5745,0.2025,173
NM_207012,AP3M1,6.9985,6.533,-0.4655,8.8,7.7585,-1.0415,1143
NM_207042,ENSA,10.6395,10.4015,-0.238,11.051,10.132,-0.919,1881
NM_207186,OR10A4,5.0595,4.86,-0.1995,4.896,4.93,0.034,429
NM_207309,UAP1L1,6.69,6.1095,-0.5805,6.288,5.4075,-0.8805,1060
NM_207316,TMEM207,4.048,4.229,0.181,4.525,3.6415,-0.8835,99
NM_207333,ZNF320,6.73,5.1405,-1.5895,6.736,4.737,-1.999,1072
NM_207340,ZDHHC24,8.037,7.437,-0.6,7.989,7.148,-0.841,1395
NM_207359,GADL1,4.245,3.8845,-0.3605,4.505,4.3075,-0.1975,142
NM_207413,FAM150A,4.411,4.352,-0.059,4.356,4.3365,-0.0195,175
NM_207418,FAM72D,10.0615,7.7475,-2.314,10.839,8.311,-2.528,1792
NM_207510,LCNL1,5.342,5.1245,-0.2175,5.309,5.2795,-0.0295,569
NM_207627,ABCG1,8.7145,8.053,-0.6615,9.258,7.7765,-1.4815,1552
NM_207628,ABCG1,6.971,6.402,-0.569,7.321,6.41,-0.911,1135
NM_207645,C11orf87,5.373,5.1885,-0.1845,5.697,5.2675,-0.4295,580
NM_212476,FN1,5.2075,5.0055,-0.202,5.652,5.1215,-0.5305,507
NM_212558,TMEM215,4.8715,4.7325,-0.139,5.16,5.079,-0.081,342
NM_212559,XKRX,5.145,5.133,-0.012,4.896,5.4185,0.5225,478
NM_213590,TRIM13,8.5825,7.88,-0.7025,9.135,6.5675,-2.5675,1528
NM_213636,PDLIM7,7.067,6.611,-0.456,7.428,7.0015,-0.4265,1161
NM_213654,ARMC8,6.2595,7.3155,1.056,8.668,7.083,-1.585,909
NM_213658,KLRC1,3.8435,3.8945,0.051,3.815,3.484,-0.331,57
NR_001537,TTTY13,5.296,5.1315,-0.1645,5.022,5.36,0.338,547
NR_002788,CYP4Z2P,4.073,3.804,-0.269,3.591,3.8255,0.2345,102
NR_002923,BCORP1,6.299,5.24,-1.059,6.861,5.168,-1.693,926
NR_002949,NUDT16P1,5.4465,4.899,-0.5475,5.473,5.2665,-0.2065,611
NR_002965,SNORA29,4.6295,4.783,0.1535,5.332,4.3645,-0.9675,243
NR_002982,SNORA54,4.3,4.0475,-0.2525,4.435,4.3465,-0.0885,157
NR_003070,SNORD89,6.702,6.3685,-0.3335,6.846,6.1925,-0.6535,1062
NR_003089,OTUB1,7.928,7.849,-0.079,8.201,7.324,-0.877,1368
NR_003130,HSP90B3P,3.7505,3.2595,-0.491,3.183,3.686,0.503,42
NR_003255,TSIX,4.087,3.916,-0.171,3.436,4.023,0.587,107
NR_003370,RRN3P1,6.235,5.8575,-0.3775,6.102,5.4655,-0.6365,901
NR_003510,HSFY1,3.9925,3.4685,-0.524,3.527,3.784,0.257,88
NR_003672,SNHG7,10.414,9.556,-0.858,10.488,8.113,-2.375,1849
NR_003720,CSN1S2AP,4.2855,4.41,0.1245,4.377,4.2455,-0.1315,152
NR_004378,SNORD94,5.836,5.9175,0.0815,6.134,5.7815,-0.3525,756
NR_015340,SERPINA13,4.4355,4.4155,-0.02,4.677,4.094,-0.583,181
NR_015379,UCA1,4.6555,4.656,5.00E-04,4.74,4.7765,0.0365,257
NR_015398,LOC100128554,4.6855,4.682,-0.0035,4.895,4.592,-0.303,267
NR_015441,LOC652276,5.9655,5.3705,-0.595,6.344,5.493,-0.851,800
NR_023353,EXOSC7,4.231,3.839,-0.392,4.343,4.022,-0.321,137
NR_023359,CABLES1,5.773,5.3025,-0.4705,5.349,5.258,-0.091,723
NR_023915,IPW,5.7305,5.0165,-0.714,5.671,5.1535,-0.5175,709
NR_024040,CSGALNACT1,4.344,4.361,0.017,4.497,4.4055,-0.0915,161
